"idmaterial","u_medida","f_aprov","leadtime","precio","abc","tipo","especificacion","idproducto","estado","detalle","caracteristica","stock","codigo"
2273,"","",0,0,"","P",2,1668,"fin","PLACA CGC68  (PROY 49)",90,0,"P02110090116"
2274,"","",0,0,"","P",2,1669,"fin","PLACA CGC69  (PROY 49)",90,0,"P02110090117"
2275,"","",0,0,"","P",2,1670,"fin","PLACA CGC70  (PROY 49)",90,0,"P02110090118"
2276,"","",0,0,"","P",2,1671,"fin","LIFTER 165X140X2076  (PROY 271)",90,0,"P02110090119"
2277,"","",0,0,"","P",2,1672,"fin","LIFTER 165X140X1555  (PROY 271)",90,0,"P02110090120"
2278,"","",0,0,"","P",2,1673,"fin","LIFTER 165X140X1025  (PROY 271)",90,0,"P02110090121"
2279,"","",0,0,"","P",2,1674,"fin","LIFTER 165X140X927  (PROY 271)",90,0,"P02110090122"
2280,"","",0,0,"","P",2,1675,"fin","LIFTER 165X140X829  (PROY 271)",90,0,"P02110090123"
2281,"","",0,0,"","P",2,1676,"fin","LIFTER 165X140X731  (PROY 271)",90,0,"P02110090124"
2282,"","",0,0,"","P",2,1677,"fin","LIFTER 165X140X633  (PROY 271)",90,0,"P02110090125"
2283,"","",0,0,"","P",2,1678,"fin","LIFTER 165X140X538  (PROY 271)",90,0,"P02110090126"
2284,"","",0,0,"","P",2,1679,"fin","LIFTER 165X140X327  (PROY 271)",90,0,"P02110090127"
2285,"","",0,0,"","P",2,1680,"fin","LIFTER 165X140X356  (PROY 271)",90,0,"P02110090128"
2286,"","",0,0,"","P",2,1681,"fin","LIFTER 165X140X431  (PROY 271)",90,0,"P02110090129"
2287,"","",0,0,"","P",2,1682,"fin","LIFTER 165X140X577  (PROY 271)",90,0,"P02110090130"
2288,"","",0,0,"","P",2,1683,"fin","LIFTER 165X140X2076  (PROY 271)",90,0,"P02110090131"
2289,"","",0,0,"","P",2,1684,"fin","LIFTER 165X140X986  (PROY 271)",90,0,"P02110090132"
2290,"","",0,0,"","P",2,1685,"fin","PLACA DESGASTE LP1 (PL100-216X100)",93,0,"P02110093001"
2292,"","",0,0,"","P",2,1687,"fin","PLACA DESGASTE PLT4 (PL50-354X166)",93,0,"P02110093003"
2293,"","",0,0,"","P",2,1688,"fin","PLACA DESGASTE PLT5 (PL50-342X166X91)",93,0,"P02110093004"
2294,"","",0,0,"","P",2,1689,"fin","PLACA DESGASTE PLT5X (PL50-342X166X91)",93,0,"P02110093005"
2295,"","",0,0,"","P",2,1690,"fin","PLACA DESGASTE PLT6 (PL50-354X383X218)",93,0,"P02110093006"
2296,"","",0,0,"","P",2,1691,"fin","PLACA DESGASTE PLT6X (PL50-354X383X218)",93,0,"P02110093007"
2298,"","",0,0,"","P",2,1693,"fin","PLACA DESGASTE PLT7X (PL50-354X395X230)",93,0,"P02110093009"
2299,"","",0,0,"","P",2,1694,"fin","PLACA DESGASTE PLT8 (PL50-354X174)",93,0,"P02110093010"
2300,"","",0,0,"","P",2,1695,"fin","PLACA DESGASTE PLT9 (PL50-354X354)",93,0,"P02110093011"
2301,"","",0,0,"","P",2,1696,"fin","PLACA DESGASTE PLT10 (PL50-354X407X238)",93,0,"P02110093012"
2302,"","",0,0,"","P",2,1697,"fin","PLACA DESGASTE PLT10X (PL50-354X407X238)",93,0,"P02110093013"
2303,"","",0,0,"","P",2,1698,"fin","PLACA DESGASTE PLT11 (PL50-418X174)",93,0,"P02110093014"
2304,"","",0,0,"","P",2,1699,"fin","PLACA DESGASTE PLT12 (PL50-326X285)",93,0,"P02110093015"
2305,"","",0,0,"","P",2,1700,"fin","PLACA DESGASTE CGC-01 MO (PROY 26)",90,0,"P02120090001"
2306,"","",0,0,"","P",2,1701,"fin","PLACA DESGASTE CGC-01 OP (PROY 26)",90,0,"P02120090002"
2307,"","",0,0,"","P",2,1702,"fin","PLACA DESGASTE CGC-02 MO (PROY 26)",90,0,"P02120090003"
2308,"","",0,0,"","P",2,1703,"fin","PLACA DESGASTE CGC-02 OP (PROY 26)",90,0,"P02120090004"
2309,"","",0,0,"","P",2,1704,"fin","PLACA DESGASTE CGC-03 MO (PROY 26)",90,0,"P02120090005"
2310,"","",0,0,"","P",2,1705,"fin","PLACA DESGASTE CGC-03 OP (PROY 26)",90,0,"P02120090006"
2311,"","",0,0,"","P",2,1706,"fin","PLACA DESGASTE CGC-04 MO (PROY 26)",90,0,"P02120090007"
2312,"","",0,0,"","P",2,1707,"fin","PLACA DESGASTE CGC-04 OP (PROY 26)",90,0,"P02120090008"
2313,"","",0,0,"","P",2,1708,"fin","PLACA DESGASTE CGC-05 MO (PROY 26)",90,0,"P02120090009"
2314,"","",0,0,"","P",2,1709,"fin","PLACA DESGASTE CGC-05 OP (PROY 26)",90,0,"P02120090010"
2315,"","",0,0,"","P",2,1710,"fin","PLACA DESGASTE CGC-06 MO (PROY 26)",90,0,"P02120090011"
2316,"","",0,0,"","P",2,1711,"fin","PLACA DESGASTE CGC-06 OP (PROY 26)",90,0,"P02120090012"
2317,"","",0,0,"","P",2,1712,"fin","PLACA DESGASTE CGC-07 MO (PROY 26)",90,0,"P02120090013"
2318,"","",0,0,"","P",2,1713,"fin","PLACA DESGASTE CGC-07 OP (PROY 26)",90,0,"P02120090014"
2319,"","",0,0,"","P",2,1714,"fin","PLACA DESGASTE CGC-08 MO (PROY 26)",90,0,"P02120090015"
2320,"","",0,0,"","P",2,1715,"fin","PLACA DESGASTE CGC-08 OP (PROY 26)",90,0,"P02120090016"
2321,"","",0,0,"","P",2,1716,"fin","PLACA DESGASTE CGC-09 MO (PROY 26)",90,0,"P02120090017"
2322,"","",0,0,"","P",2,1717,"fin","PLACA DESGASTE CGC-09 OP (PROY 26)",90,0,"P02120090018"
2323,"","",0,0,"","P",2,1718,"fin","PLACA DESGASTE CGC-10 MO (PROY 26)",90,0,"P02120090019"
2324,"","",0,0,"","P",2,1719,"fin","PLACA DESGASTE CGC-10 OP (PROY 26)",90,0,"P02120090020"
2325,"","",0,0,"","P",2,1720,"fin","PLACA DESGASTE CGC-11 MO (PROY 26)",90,0,"P02120090021"
2326,"","",0,0,"","P",2,1721,"fin","PLACA DESGASTE CGC-11 OP (PROY 26)",90,0,"P02120090022"
2327,"","",0,0,"","P",2,1722,"fin","PLACA DESGASTE CGC-12 MO (PROY 26)",90,0,"P02120090023"
2328,"","",0,0,"","P",2,1723,"fin","PLACA DESGASTE CGC-12 OP (PROY 26)",90,0,"P02120090024"
2329,"","",0,0,"","P",2,1724,"fin","PLACA DESGASTE CGC-13 MO (PROY 26)",90,0,"P02120090025"
2330,"","",0,0,"","P",2,1725,"fin","PLACA DESGASTE CGC-13 OP (PROY 26)",90,0,"P02120090026"
2331,"","",0,0,"","P",2,1726,"fin","PLACA DESGASTE CGC-14 MO (PROY 26)",90,0,"P02120090027"
2332,"","",0,0,"","P",2,1727,"fin","PLACA DESGASTE CGC-14 OP (PROY 26)",90,0,"P02120090028"
2333,"","",0,0,"","P",2,1728,"fin","PLACA DESGASTE CGC-15 MO (PROY 26)",90,0,"P02120090029"
2334,"","",0,0,"","P",2,1729,"fin","PLACA DESGASTE CGC-15 OP (PROY 26)",90,0,"P02120090030"
2335,"","",0,0,"","P",2,1730,"fin","PLACA DESGASTE CGC-16 MO (PROY 26)",90,0,"P02120090031"
2336,"","",0,0,"","P",2,1731,"fin","PLACA DESGASTE CGC-16 OP (PROY 26)",90,0,"P02120090032"
2337,"","",0,0,"","P",2,1732,"fin","PLACA DESGASTE CGC-17 MO (PROY 26)",90,0,"P02120090033"
2338,"","",0,0,"","P",2,1733,"fin","PLACA DESGASTE CGC-17 OP (PROY 26)",90,0,"P02120090034"
2339,"","",0,0,"","P",2,1734,"fin","PLACA DESGASTE CGC-18 MO (PROY 26)",90,0,"P02120090035"
2340,"","",0,0,"","P",2,1735,"fin","PLACA DESGASTE CGC-18 OP (PROY 26)",90,0,"P02120090036"
2341,"","",0,0,"","P",2,1736,"fin","PLACA DESGASTE CGC-19 MO (PROY 26)",90,0,"P02120090037"
2342,"","",0,0,"","P",2,1737,"fin","PLACA DESGASTE CGC-19 OP (PROY 26)",90,0,"P02120090038"
2343,"","",0,0,"","P",2,1738,"fin","PLACA DESGASTE CGC-20 MO (PROY 26)",90,0,"P02120090039"
2344,"","",0,0,"","P",2,1739,"fin","PLACA DESGASTE CGC-20 OP (PROY 26)",90,0,"P02120090040"
2345,"","",0,0,"","P",2,1740,"fin","PLACA DESGASTE CGC-21 MO (PROY 26)",90,0,"P02120090041"
2346,"","",0,0,"","P",2,1741,"fin","PLACA DESGASTE CGC-21 OP (PROY 26)",90,0,"P02120090042"
2347,"","",0,0,"","P",2,1742,"fin","PLACA DESGASTE CGC-22 MO (PROY 26)",90,0,"P02120090043"
2348,"","",0,0,"","P",2,1743,"fin","PLACA DESGASTE CGC-22 OP (PROY 26)",90,0,"P02120090044"
2349,"","",0,0,"","P",2,1744,"fin","PLACA DESGASTE CGC-23 MO (PROY 26)",90,0,"P02120090045"
2350,"","",0,0,"","P",2,1745,"fin","PLACA DESGASTE CGC-23 OP (PROY 26)",90,0,"P02120090046"
2351,"","",0,0,"","P",2,1746,"fin","PLACA DESGASTE CGC-24 MO (PROY 26)",90,0,"P02120090047"
2352,"","",0,0,"","P",2,1747,"fin","PLACA DESGASTE CGC-24 OP (PROY 26)",90,0,"P02120090048"
2353,"","",0,0,"","P",2,1748,"fin","PLACA DESGASTE CGC-25 MO (PROY 26)",90,0,"P02120090049"
2354,"","",0,0,"","P",2,1749,"fin","PLACA DESGASTE CGC-25 OP (PROY 26)",90,0,"P02120090050"
2355,"","",0,0,"","P",2,1750,"fin","PLACA DESGASTE CGC-01 MO (PROY 26)",90,0,"P02120090051"
2356,"","",0,0,"","P",2,1751,"fin","PLACA DESGASTE CGC-01 OP (PROY 26)",90,0,"P02120090052"
2357,"","",0,0,"","P",2,1752,"fin","REVESTIMIENTO RF-01  (PROY 224)",90,0,"P02120090053"
2358,"","",0,0,"","P",2,1753,"fin","REVESTIMIENTO RF-02  (PROY 224)",90,0,"P02120090054"
2359,"","",0,0,"","P",2,1754,"fin","REVESTIMIENTO RF-03 MO (PROY 224)",90,0,"P02120090055"
2360,"","",0,0,"","P",2,1755,"fin","REVESTIMIENTO RF-03 OP (PROY 224)",90,0,"P02120090056"
2361,"","",0,0,"","P",2,1756,"fin","REVESTIMIENTO RF-04 MO (PROY 224)",90,0,"P02120090057"
2362,"","",0,0,"","P",2,1757,"fin","REVESTIMIENTO RF-04 OP (PROY 224)",90,0,"P02120090058"
2363,"","",0,0,"","P",2,1758,"fin","REVESTIMIENTO RF-01  (PROY 222)",90,0,"P02120090059"
2364,"","",0,0,"","P",2,1759,"fin","REVESTIMIENTO RF-02  (PROY 222)",90,0,"P02120090060"
2365,"","",0,0,"","P",2,1760,"fin","FABRICACIÓN ACERO 12 MM  (PROY 271)",90,0,"P02120090061"
2366,"","",0,0,"","P",2,1761,"fin","PLACA DESGASTE CBM-01  (PROY 31)",90,0,"P02130090001"
2367,"","",0,0,"","P",2,1762,"fin","PLACA DESGASTE CBM-02  (PROY 31)",90,0,"P02130090002"
2368,"","",0,0,"","P",2,1763,"fin","PLACA DESGASTE CBM-03  (PROY 31)",90,0,"P02130090003"
2369,"","",0,0,"","P",2,1764,"fin","PLACA DESGASTE CBM-04 MO (PROY 31)",90,0,"P02130090004"
2370,"","",0,0,"","P",2,1765,"fin","PLACA DESGASTE CBM-04 OP (PROY 31)",90,0,"P02130090005"
2371,"","",0,0,"","P",2,1766,"fin","PLACA DESGASTE CBM-05 MO (PROY 31)",90,0,"P02130090006"
2372,"","",0,0,"","P",2,1767,"fin","PLACA DESGASTE CBM-05 OP (PROY 31)",90,0,"P02130090007"
2373,"","",0,0,"","P",2,1768,"fin","PLACA DESGASTE CBM-06  (PROY 31)",90,0,"P02130090008"
2374,"","",0,0,"","P",2,1769,"fin","PLACA DESGASTE CBM-07 MO (PROY 31)",90,0,"P02130090009"
2375,"","",0,0,"","P",2,1770,"fin","PLACA DESGASTE CBM-07 OP (PROY 31)",90,0,"P02130090010"
2376,"","",0,0,"","P",2,1771,"fin","PLACA DESGASTE CBM-08 MO (PROY 31)",90,0,"P02130090011"
2377,"","",0,0,"","P",2,1772,"fin","PLACA DESGASTE CBM-08 OP (PROY 31)",90,0,"P02130090012"
2378,"","",0,0,"","P",2,1773,"fin","PLACA DESGASTE CBM-09 MO (PROY 31)",90,0,"P02130090013"
2379,"","",0,0,"","P",2,1774,"fin","PLACA DESGASTE CBM-09 OP (PROY 31)",90,0,"P02130090014"
2380,"","",0,0,"","P",2,1775,"fin","PLACA DESGASTE CBM-10 MO (PROY 31)",90,0,"P02130090015"
2381,"","",0,0,"","P",2,1776,"fin","PLACA DESGASTE CBM-10 OP (PROY 31)",90,0,"P02130090016"
2382,"","",0,0,"","P",2,1777,"fin","PLACA DESGASTE CBM-11 MO (PROY 31)",90,0,"P02130090017"
2383,"","",0,0,"","P",2,1778,"fin","PLACA DESGASTE CBM-11 OP (PROY 31)",90,0,"P02130090018"
2384,"","",0,0,"","P",2,1779,"fin","PLACA DESGASTE CBM-12 MO (PROY 31)",90,0,"P02130090019"
2385,"","",0,0,"","P",2,1780,"fin","PLACA DESGASTE CBM-12 OP (PROY 31)",90,0,"P02130090020"
2386,"","",0,0,"","P",2,1781,"fin","PLACA DESGASTE CBM-13 MO (PROY 31)",90,0,"P02130090021"
2387,"","",0,0,"","P",2,1782,"fin","PLACA DESGASTE CBM-13 OP (PROY 31)",90,0,"P02130090022"
2388,"","",0,0,"","P",2,1783,"fin","PLACA DESGASTE CBM-14 MO (PROY 31)",90,0,"P02130090023"
2389,"","",0,0,"","P",2,1784,"fin","PLACA DESGASTE CBM-14 OP (PROY 31)",90,0,"P02130090024"
2390,"","",0,0,"","P",2,1785,"fin","PLACA DESGASTE CBM-15 MO (PROY 31)",90,0,"P02130090025"
2391,"","",0,0,"","P",2,1786,"fin","PLACA DESGASTE CBM-15 OP (PROY 31)",90,0,"P02130090026"
2392,"","",0,0,"","P",2,1787,"fin","PLACA DESGASTE CBM-16 MO (PROY 31)",90,0,"P02130090027"
2393,"","",0,0,"","P",2,1788,"fin","PLACA DESGASTE CBM-16 OP (PROY 31)",90,0,"P02130090028"
2394,"","",0,0,"","P",2,1789,"fin","PLACA DESGASTE CBM-17 MO (PROY 31)",90,0,"P02130090029"
2395,"","",0,0,"","P",2,1790,"fin","PLACA DESGASTE CBM-17 OP (PROY 31)",90,0,"P02130090030"
2396,"","",0,0,"","P",2,1791,"fin","PLACA DESGASTE CBM-18 MO (PROY 31)",90,0,"P02130090031"
2397,"","",0,0,"","P",2,1792,"fin","PLACA DESGASTE CBM-18 OP (PROY 31)",90,0,"P02130090032"
2398,"","",0,0,"","P",2,1793,"fin","PLACA DESGASTE CBM-19 MO (PROY 31)",90,0,"P02130090033"
2399,"","",0,0,"","P",2,1794,"fin","PLACA DESGASTE CBM-19 OP (PROY 31)",90,0,"P02130090034"
2400,"","",0,0,"","P",2,1795,"fin","PLACA DESGASTE CBM-20 MO (PROY 31)",90,0,"P02130090035"
2401,"","",0,0,"","P",2,1796,"fin","PLACA DESGASTE CBM-20 OP (PROY 31)",90,0,"P02130090036"
2402,"","",0,0,"","P",2,1797,"fin","PLACA DESGASTE CBM-21 MO (PROY 31)",90,0,"P02130090037"
2403,"","",0,0,"","P",2,1798,"fin","PLACA DESGASTE CBM-21 OP (PROY 31)",90,0,"P02130090038"
2404,"","",0,0,"","P",2,1799,"fin","PLACA DESGASTE CBM-22 MO (PROY 31)",90,0,"P02130090039"
2405,"","",0,0,"","P",2,1800,"fin","PLACA DESGASTE CBM-22 OP (PROY 31)",90,0,"P02130090040"
2406,"","",0,0,"","P",2,1801,"fin","PLACA DESGASTE CBM-23 MO (PROY 31)",90,0,"P02130090041"
2407,"","",0,0,"","P",2,1802,"fin","PLACA DESGASTE CBM-23 OP (PROY 31)",90,0,"P02130090042"
2408,"","",0,0,"","P",2,1803,"fin","PLACA DESGASTE CBM-24 MO (PROY 31)",90,0,"P02130090043"
2409,"","",0,0,"","P",2,1804,"fin","PLACA DESGASTE CBM-24 OP (PROY 31)",90,0,"P02130090044"
2410,"","",0,0,"","P",2,1805,"fin","PLACA DESGASTE CBM-25  (PROY 31)",90,0,"P02130090045"
2411,"","",0,0,"","P",2,1806,"fin","PLACA DESGASTE CBM-26  (PROY 31)",90,0,"P02130090046"
2412,"","",0,0,"","P",2,1807,"fin","PLACA DESGASTE CBM-27  (PROY 31)",90,0,"P02130090047"
2413,"","",0,0,"","P",2,1808,"fin","PLACA DESGASTE CBM-28  (PROY 31)",90,0,"P02130090048"
2414,"","",0,0,"","P",2,1809,"fin","PLACA DESGASTE CBM-29  (PROY 31)",90,0,"P02130090049"
2415,"","",0,0,"","P",2,1810,"fin","PLACA DESGASTE CBM-30  (PROY 31)",90,0,"P02130090050"
2416,"","",0,0,"","P",2,1811,"fin","PLACA DESGASTE CBM-31  (PROY 31)",90,0,"P02130090051"
2417,"","",0,0,"","P",2,1812,"fin","PLACA DESGASTE CBM-32  (PROY 31)",90,0,"P02130090052"
2418,"","",0,0,"","P",2,1813,"fin","PLACA DESGASTE CBM-33 MO (PROY 31)",90,0,"P02130090053"
2419,"","",0,0,"","P",2,1814,"fin","PLACA DESGASTE CBM-33 OP (PROY 31)",90,0,"P02130090054"
2420,"","",0,0,"","P",2,1815,"fin","PLACA DESGASTE CBM-34 MO (PROY 31)",90,0,"P02130090055"
2421,"","",0,0,"","P",2,1816,"fin","PLACA DESGASTE CBM-34 OP (PROY 31)",90,0,"P02130090056"
2422,"","",0,0,"","P",2,1817,"fin","PLACA DESGASTE CBM-35 MO (PROY 31)",90,0,"P02130090057"
2423,"","",0,0,"","P",2,1818,"fin","PLACA DESGASTE CBM-35 OP (PROY 31)",90,0,"P02130090058"
2424,"","",0,0,"","P",2,1819,"fin","PLACA DESGASTE CBM-36 MO (PROY 31)",90,0,"P02130090059"
2425,"","",0,0,"","P",2,1820,"fin","PLACA DESGASTE CBM-36 OP (PROY 31)",90,0,"P02130090060"
2426,"","",0,0,"","P",2,1821,"fin","PLACA DESGASTE CBM-37 MO (PROY 31)",90,0,"P02130090061"
2427,"","",0,0,"","P",2,1822,"fin","PLACA DESGASTE CBM-37 OP (PROY 31)",90,0,"P02130090062"
2428,"","",0,0,"","P",2,1823,"fin","PLACA DESGASTE CBM-38 MO (PROY 31)",90,0,"P02130090063"
2429,"","",0,0,"","P",2,1824,"fin","PLACA DESGASTE CBM-38 OP (PROY 31)",90,0,"P02130090064"
2430,"","",0,0,"","P",2,1825,"fin","PLACA DESGASTE CBM-39 MO (PROY 31)",90,0,"P02130090065"
2431,"","",0,0,"","P",2,1826,"fin","PLACA DESGASTE CBM-39 OP (PROY 31)",90,0,"P02130090066"
2432,"","",0,0,"","P",2,1827,"fin","PLACA DESGASTE CBM-40 MO (PROY 31)",90,0,"P02130090067"
2433,"","",0,0,"","P",2,1828,"fin","PLACA DESGASTE CBM-40 OP (PROY 31)",90,0,"P02130090068"
2434,"","",0,0,"","P",2,1829,"fin","PLACA DESGASTE CBM-41 MO (PROY 31)",90,0,"P02130090069"
2435,"","",0,0,"","P",2,1830,"fin","PLACA DESGASTE CBM-41 OP (PROY 31)",90,0,"P02130090070"
2436,"","",0,0,"","P",2,1831,"fin","PLACA DESGASTE CBM-42 MO (PROY 31)",90,0,"P02130090071"
2437,"","",0,0,"","P",2,1832,"fin","PLACA DESGASTE CBM-42 OP (PROY 31)",90,0,"P02130090072"
2438,"","",0,0,"","P",2,1833,"fin","PLACA DESGASTE CBM-43 MO (PROY 31)",90,0,"P02130090073"
2439,"","",0,0,"","P",2,1834,"fin","PLACA DESGASTE CBM-43 OP (PROY 31)",90,0,"P02130090074"
2440,"","",0,0,"","P",2,1835,"fin","PLACA DESGASTE CBM-44 MO (PROY 31)",90,0,"P02130090075"
2441,"","",0,0,"","P",2,1836,"fin","PLACA DESGASTE CBM-44 OP (PROY 31)",90,0,"P02130090076"
2442,"","",0,0,"","P",2,1837,"fin","PLACA DESGASTE CBM-45 MO (PROY 31)",90,0,"P02130090077"
2443,"","",0,0,"","P",2,1838,"fin","PLACA DESGASTE CBM-45 OP (PROY 31)",90,0,"P02130090078"
2444,"","",0,0,"","P",2,1839,"fin","PLACA DESGASTE CBM-46 MO (PROY 31)",90,0,"P02130090079"
2445,"","",0,0,"","P",2,1840,"fin","PLACA DESGASTE CBM-46 OP (PROY 31)",90,0,"P02130090080"
2446,"","",0,0,"","P",2,1841,"fin","PLACA DESGASTE CBM-47 MO (PROY 31)",90,0,"P02130090081"
2447,"","",0,0,"","P",2,1842,"fin","PLACA DESGASTE CBM-47 OP (PROY 31)",90,0,"P02130090082"
2448,"","",0,0,"","P",2,1843,"fin","PLACA DESGASTE CBM-48 MO (PROY 31)",90,0,"P02130090083"
2449,"","",0,0,"","P",2,1844,"fin","PLACA DESGASTE CBM-48 OP (PROY 31)",90,0,"P02130090084"
2450,"","",0,0,"","P",2,1845,"fin","PLACA DESGASTE CBM-49 MO (PROY 31)",90,0,"P02130090085"
2451,"","",0,0,"","P",2,1846,"fin","PLACA DESGASTE CBM-49 OP (PROY 31)",90,0,"P02130090086"
2452,"","",0,0,"","P",2,1847,"fin","PLACA DESGASTE CBM-50 MO (PROY 31)",90,0,"P02130090087"
2453,"","",0,0,"","P",2,1848,"fin","PLACA DESGASTE CBM-50 OP (PROY 31)",90,0,"P02130090088"
2454,"","",0,0,"","P",2,1849,"fin","PLACA DESGASTE CBM-51 MO (PROY 31)",90,0,"P02130090089"
2455,"","",0,0,"","P",2,1850,"fin","PLACA DESGASTE CBM-51 OP (PROY 31)",90,0,"P02130090090"
2456,"","",0,0,"","P",2,1851,"fin","PLACA DESGASTE CBM-52 MO (PROY 31)",90,0,"P02130090091"
2457,"","",0,0,"","P",2,1852,"fin","PLACA DESGASTE CBM-52 OP (PROY 31)",90,0,"P02130090092"
2458,"","",0,0,"","P",2,1853,"fin","PLACA DESGASTE CBM-53 MO (PROY 31)",90,0,"P02130090093"
2459,"","",0,0,"","P",2,1854,"fin","PLACA DESGASTE CBM-53 OP (PROY 31)",90,0,"P02130090094"
2460,"","",0,0,"","P",2,1855,"fin","PLACA DESGASTE CBM-54 MO (PROY 31)",90,0,"P02130090095"
2461,"","",0,0,"","P",2,1856,"fin","PLACA DESGASTE CBM-54 OP (PROY 31)",90,0,"P02130090096"
2462,"","",0,0,"","P",2,1857,"fin","PLACA DESGASTE CBM-55 MO (PROY 31)",90,0,"P02130090097"
2463,"","",0,0,"","P",2,1858,"fin","PLACA DESGASTE CBM-55 OP (PROY 31)",90,0,"P02130090098"
2464,"","",0,0,"","P",2,1859,"fin","PLACA DESGASTE CBM-56 MO (PROY 31)",90,0,"P02130090099"
2465,"","",0,0,"","P",2,1860,"fin","PLACA DESGASTE CBM-56 OP (PROY 31)",90,0,"P02130090100"
2466,"","",0,0,"","P",2,1861,"fin","CONJUNTO MANILLA (PROY 310)",99,0,"P02146599001"
2467,"","",0,0,"","P",2,1862,"fin","CONJUNTO PIVOTE (PROY 310)",99,0,"P02146599002"
2468,"","",0,0,"","P",2,1863,"fin","CONJUNTO BARANDA REMOVIBLE (PROY 310)",99,0,"P02146599003"
2469,"","",0,0,"","P",2,1864,"fin","CONJUNTO BISAGRA (PROY 310)",99,0,"P02146599004"
2470,"","",0,0,"","P",2,1865,"fin","PROTECCION FIJA (PROY 310)",99,0,"P02146599005"
2471,"","",0,0,"","P",2,1866,"fin","COMPUERTA INSPECCION N°1 (PROY 310)",99,0,"P02146599006"
2472,"","",0,0,"","P",2,1867,"fin","COMPUERTA INSPECCION N°2 (PROY 310)",99,0,"P02146599007"
2473,"","",0,0,"","P",2,1868,"fin","COMPUERTA INSPECCION N°3 (PROY 310)",99,0,"P02146599008"
2474,"","",0,0,"","P",2,1869,"fin","COMPUERTA INSPECCION N°4 (PROY 310)",99,0,"P02146599009"
2475,"","",0,0,"","P",2,1870,"fin","COMPUERTA INSPECCION N°5 (PROY 310)",99,0,"P02146599010"
2487,"","",0,0,"","P",0,1871,"fin","KIT PROYECTO CONJUNTO CHUTE TROMMEL",99,0,"P00110099001"
2488,"","",0,0,"","P",0,1872,"fin","CORTINAS SAG 5 (11077319)",99,0,"P00100099001"
2489,"","",0,0,"","O",2,0,"fin","PERNO MOLINO 3/4 X 82 MM G8.8, GOLILLA PRESION, GOLILLA PLANA Y TUERCA HEX",57,0,"O02000057003"
2491,"","",0,0,"","P",0,1873,"fin","BARRA DESGASTE CALUGONES PL -19 (PROY 220)",90,0,"P00140090001"
2493,"","",0,0,"","M",1,209,"fin","MODELO CONTRAPESO GRUA HORQUILLA HYSTER MH360XL",99,0,"M01043599001"
2494,"","",0,0,"","P",2,1874,"fin","PIN CPN 12056",99,0,"P02020899011"
2495,"","",0,0,"","C",0,0,"fin","LOTE N° 05011801",99,0,"C00000099001"
2512,"","",0,0,"","P",2,1875,"fin","DESMONTADOR ARO 51 A",28,0,"P02031828001"
2513,"","",0,0,"","P",2,1876,"fin","DESMONTADOR ARO 51",28,0,"P02031828002"
2517,"","",0,0,"","P",2,1877,"fin","BOSS MEDIUM BOS 24000",99,0,"P02020899012"
2521,"","",0,0,"","P",2,1878,"fin","DESMONTADOR BAILAC ARO 63",28,0,"P02031828003"
2526,"","",0,0,"","P",2,1879,"fin","EDGE LINER EDG 32002",99,0,"P02020899013"
2554,"","",0,0,"","P",1,0,"fin","ACOPLE HEMBRA",2,0,"P01000002002"
2555,"","",0,0,"","P",1,0,"fin","APRON FEEDER  3/4",5,0,"P01010205001"
2556,"","",0,0,"","P",1,0,"fin","APRON FEEDER  -97 1/2",5,0,"P01010205002"
2557,"","",0,0,"","P",1,0,"fin","CORAZA CHUTE ALIM PL03AG-400-004",21,0,"P01010221007"
2558,"","",0,0,"","P",1,0,"fin","CORAZA CHUTE ALIM PL03G-400-004",21,0,"P01010221008"
2559,"","",0,0,"","P",1,0,"fin","CORAZA Nº 7",21,0,"P01010221012"
2560,"","",0,0,"","P",1,0,"fin","ESLABON PARA CADENA PL SK-3620",35,0,"P01010235002"
2561,"","",0,0,"","P",1,0,"fin","JGO. PLACA REVESTIMIENTO CHUTE Nº 6",41,0,"P01010241003"
2562,"","",0,0,"","P",1,0,"fin","LAINA FIJA SI-97675-A",43,0,"P01010243002"
2563,"","",0,0,"","P",1,0,"fin","MANTO 3' ROBINS",52,0,"P01010252003"
2564,"","",0,0,"","P",1,0,"fin","MANTO 3' S.H.",52,0,"P01010252004"
2565,"","",0,0,"","P",1,0,"fin","MUELA FIJA 30X42 B1-273-888 TELSMITH",54,0,"P01010254006"
2566,"","",0,0,"","P",1,0,"fin","MUELA MOVIL FURLAND 118-B-020-P",54,0,"P01010254013"
2567,"","",0,0,"","P",1,0,"fin","MUELA MOVIL 30X42 B1-273-881 TELSMITH",54,0,"P01010254015"
2568,"","",0,0,"","P",1,0,"fin","MUELA MOVIL CT 20X36",54,0,"P01010254019"
2569,"","",0,0,"","P",1,0,"fin","MUELA MOVIL PEX 400",54,0,"P01010254023"
2570,"","",0,0,"","P",1,0,"fin","MUELA MOVIL PEX 500",54,0,"P01010254024"
2571,"","",0,0,"","P",1,0,"fin","ANILLO ALIMENTACIÓN OSS2932361L",4,0,"P01020704005"
2572,"","",0,0,"","P",1,0,"fin","BARRA DESGASTE LIP LINNER TIPO B2",7,0,"P01020707020"
2573,"","",0,0,"","P",1,0,"fin","BARRA DE DESGASTE BD1 (PL3542)",7,0,"P01020707043"
2574,"","",0,0,"","P",1,0,"fin","CORAZA Nº 4",21,0,"P01020721006"
2575,"","",0,0,"","P",1,0,"fin","CORAZA Nº 5",21,0,"P01020721007"
